,generic_name,lexi_generic_id,split_by_space,,,,,,,catgs
1350,DAPSONE,1006,DAPSONE,,,,,,,1006|3610|3611|3757|3760|3761|3771|3772|3781|3782|3799|3802|3803|3816|3817|3820|3920
1436,DAPSONE,1006,DAPSONE,,,,,,,1006|3610|3611|3757|3760|3761|3771|3772|3781|3782|3799|3802|3803|3816|3817|3820|3920
556,DAPOXETINE,1005,DAPOXETINE,,,,,,,1005|3579|3789|3790|3816|3818|3819|3836|3871|4022|4024
562,DAPOXETINE,1005,DAPOXETINE,,,,,,,1005|3579|3789|3790|3816|3818|3819|3836|3871|4022|4024
2280,DAPAGLIFLOZIN,1001,DAPAGLIFLOZIN,,,,,,,1001|3580|3619|3976|3977|4035|4072
2281,DAPAGLIFLOZIN,1001,DAPAGLIFLOZIN,,,,,,,1001|3580|3619|3976|3977|4035|4072
319,DANAZOL,996,DANAZOL,,,,,,,996|3598|3815|3867
328,DANAZOL,996,DANAZOL,,,,,,,996|3598|3815|3867
1370,DACTINOMYCIN,990,DACTINOMYCIN,,,,,,,3633|3875|3929|3950|3951|3976|3977
724,DACLATASVIR,988,DACLATASVIR,,,,,,,988|3651|3816|3817|3818|3831|3947|3972|3976|3977
1450,DACARBAZINE,987,DACARBAZINE,,,,,,,987|3633|3724|3727|3728|3799|3802|3803|3875|3929
1606,DACARBAZINE,987,DACARBAZINE,,,,,,,987|3633|3724|3727|3728|3799|3802|3803|3875|3929
1771,DABIGATRAN ETEXILATE,985,DABIGATRAN,ETEXILATE,,,,,,985|3616|3918|3973|3974|3975
1805,DABIGATRAN ETEXILATE,985,DABIGATRAN,ETEXILATE,,,,,,985|3616|3918|3973|3974|3975
2119,DABIGATRAN ETEXILATE,985,DABIGATRAN,ETEXILATE,,,,,,985|3616|3918|3973|3974|3975
816,CYTARABINE,982,CYTARABINE,,,,,,,982|3577|3633|3825|3875|3929
820,CYTARABINE,982,CYTARABINE,,,,,,,982|3577|3633|3825|3875|3929
1181,CYTARABINE,982,CYTARABINE,,,,,,,982|3577|3633|3825|3875|3929
2059,CYTARABINE,982,CYTARABINE,,,,,,,982|3577|3633|3825|3875|3929
2347,CYTARABINE,982,CYTARABINE,,,,,,,982|3577|3633|3825|3875|3929
1078,CYSTEAMINE,980,CYSTEAMINE,,,,,,,
1425,CYCLOPHOSPHAMIDE,971,CYCLOPHOSPHAMIDE,,,,,,,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
1813,CYCLOPHOSPHAMIDE,971,CYCLOPHOSPHAMIDE,,,,,,,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
1942,CYCLOPHOSPHAMIDE,971,CYCLOPHOSPHAMIDE,,,,,,,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
2107,CYCLOPHOSPHAMIDE,971,CYCLOPHOSPHAMIDE,,,,,,,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
1012,CROTAMITON,962,CROTAMITON,,,,,,,
1105,CORIFOLLITROPIN ALFA,941,CORIFOLLITROPIN,ALFA,,,,,,941
1930,COLCHICINE,923,COLCHICINE,,,,,,,923|3816|3818|3819|3974|3975|3976
1973,COAL TAR,903,COAL,TAR,,,,,,
1013,CLOZAPINE,902,CLOZAPINE,,,,,,,902|3581|3615|3638|3641|3672|3702|3724|3725|3726|3729|3730|3757|3760|3761|3781|3782|3789|3791|3816|3817|3818|3835|3867|3872|3997|3999
1044,CLOZAPINE,902,CLOZAPINE,,,,,,,902|3581|3615|3638|3641|3672|3702|3724|3725|3726|3729|3730|3757|3760|3761|3781|3782|3789|3791|3816|3817|3818|3835|3867|3872|3997|3999
952,CLOXACILLIN,901,CLOXACILLIN,,,,,,,901|3610|3970
1457,CLOXACILLIN,901,CLOXACILLIN,,,,,,,901|3610|3970
2185,CLOXACILLIN,901,CLOXACILLIN,,,,,,,901|3610|3970
266,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
272,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
322,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
394,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
455,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
595,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
984,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
1009,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
1018,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
1272,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
1294,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
1825,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
2040,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
2068,CLOTRIMAZOLE,897,CLOTRIMAZOLE,,,,,,,897|3815
7,CLOPIDOGREL,893,CLOPIDOGREL,,,,,,,893|3579|3637|3651|3742|3757|3759|3760|3764|3765|3819|3820
598,CLONAZEPAM,890,CLONAZEPAM,,,,,,,890|3607|3655|3702|3816|3817|3820
921,CLONAZEPAM,890,CLONAZEPAM,,,,,,,890|3607|3655|3702|3816|3817|3820
581,CLOBAZAM,879,CLOBAZAM,,,,,,,879|3607|3655|3702|3743|3746|3747|3757|3759|3760|3788|3808|3811|3816|3817|3820|3976|3977
314,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
368,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
454,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
518,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
594,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
1015,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
1046,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
1416,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
1427,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
1874,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
2160,CLINDAMYCIN,871,CLINDAMYCIN,,,,,,,871|3610|3816|3817|3818|3908
551,CLIDINIUM,869,CLIDINIUM,,,,,,,3615
517,CLEMASTINE,865,CLEMASTINE,,,,,,,865|3615|3630|3702
1486,CLEMASTINE,865,CLEMASTINE,,,,,,,865|3615|3630|3702
46,CLARITHROMYCIN,862,CLARITHROMYCIN,,,,,,,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1037,CLARITHROMYCIN,862,CLARITHROMYCIN,,,,,,,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1108,CLARITHROMYCIN,862,CLARITHROMYCIN,,,,,,,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1360,CLARITHROMYCIN,862,CLARITHROMYCIN,,,,,,,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1477,CLARITHROMYCIN,862,CLARITHROMYCIN,,,,,,,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1632,CLADRIBINE,861,CLADRIBINE,,,,,,,861|3577|3633|3653|3875|3929|3976|3977
948,CITICOLINE,856,CITICOLINE,,,,,,,
315,CITALOPRAM,855,CITALOPRAM,,,,,,,855|3579|3757|3759|3760|3788|3789|3791|3816|3817|3820|3836|3871|3997|3998|4022|4024
401,CITALOPRAM,855,CITALOPRAM,,,,,,,855|3579|3757|3759|3760|3788|3789|3791|3816|3817|3820|3836|3871|3997|3998|4022|4024
823,CISPLATIN,853,CISPLATIN,,,,,,,853|3633|3875|3918|3929|3981
1348,CISPLATIN,853,CISPLATIN,,,,,,,853|3633|3875|3918|3929|3981
1428,CISPLATIN,853,CISPLATIN,,,,,,,853|3633|3875|3918|3929|3981
1444,CISPLATIN,853,CISPLATIN,,,,,,,853|3633|3875|3918|3929|3981
1100,CISATRACURIUM,852,CISATRACURIUM,,,,,,,3930|3932
435,CIPROFLOXACIN,845,CIPROFLOXACIN,,,,,,,3612
460,CIPROFLOXACIN,845,CIPROFLOXACIN,,,,,,,3612
465,CIPROFLOXACIN,845,CIPROFLOXACIN,,,,,,,3612
642,CIPROFLOXACIN,845,CIPROFLOXACIN,,,,,,,3612
1407,CIPROFLOXACIN,845,CIPROFLOXACIN,,,,,,,3612
1541,CIPROFLOXACIN,845,CIPROFLOXACIN,,,,,,,3612
1815,CIPROFLOXACIN,845,CIPROFLOXACIN,,,,,,,3612
2217,CIPROFLOXACIN,845,CIPROFLOXACIN,,,,,,,3612
429,CINNARIZINE,843,CINNARIZINE,,,,,,,3702|3789|3791
632,CINNARIZINE,843,CINNARIZINE,,,,,,,3702|3789|3791
812,CINACALCET,841,CINACALCET,,,,,,,841|3680|3724|3727|3728|3785|3786|3789|3791|3816|3818|3819
817,CINACALCET,841,CINACALCET,,,,,,,841|3680|3724|3727|3728|3785|3786|3789|3791|3816|3818|3819
920,CIMETIDINE,839,CIMETIDINE,,,,,,,839|3723|3753|3756|3788|3815|3863|3916|3918|3940|3958|3976|3977
981,CIMETIDINE,839,CIMETIDINE,,,,,,,839|3723|3753|3756|3788|3815|3863|3916|3918|3940|3958|3976|3977
1772,CIMETIDINE,839,CIMETIDINE,,,,,,,839|3723|3753|3756|3788|3815|3863|3916|3918|3940|3958|3976|3977
1932,CHOLESTYRAMINE,817,CHOLESTYRAMINE,,,,,,,817|3667|3837
510,CHLORPHENIRAMINE,795,CHLORPHENIRAMINE,,,,,,,795|3615|3630|3702|3789|3790|3819|3820
565,CHLORPHENIRAMINE,795,CHLORPHENIRAMINE,,,,,,,795|3615|3630|3702|3789|3790|3819|3820
681,CHLORPHENIRAMINE,795,CHLORPHENIRAMINE,,,,,,,795|3615|3630|3702|3789|3790|3819|3820
963,CHLORPHENIRAMINE,795,CHLORPHENIRAMINE,,,,,,,795|3615|3630|3702|3789|3790|3819|3820
1374,CHLORPHENIRAMINE,795,CHLORPHENIRAMINE,,,,,,,795|3615|3630|3702|3789|3790|3819|3820
1392,CHLORPHENIRAMINE,795,CHLORPHENIRAMINE,,,,,,,795|3615|3630|3702|3789|3790|3819|3820
1707,CHLORPHENIRAMINE,795,CHLORPHENIRAMINE,,,,,,,795|3615|3630|3702|3789|3790|3819|3820
1924,CHLOROQUINE,789,CHLOROQUINE,,,,,,,789|3580|3594|3632|3771|3772|3789|3791|3819|3820|3870|3918|3920|3997|4008
552,CHLORDIAZEPOXIDE,775,CHLORDIAZEPOXIDE,,,,,,,775|3607|3655|3702|3816|3818|3819
574,CHLORDIAZEPOXIDE,775,CHLORDIAZEPOXIDE,,,,,,,775|3607|3655|3702|3816|3818|3819
621,CHLORDIAZEPOXIDE,775,CHLORDIAZEPOXIDE,,,,,,,775|3607|3655|3702|3816|3818|3819
1195,CHLORAMPHENICOL,770,CHLORAMPHENICOL,,,,,,,770|3612|3929
1569,CHLORAMPHENICOL,770,CHLORAMPHENICOL,,,,,,,770|3612|3929
1109,CHLORAMBUCIL,769,CHLORAMBUCIL,,,,,,,3633|3875|3929
1545,CETUXIMAB,757,CETUXIMAB,,,,,,,
94,CETRORELIX,756,CETRORELIX,,,,,,,3597|3626
560,CELECOXIB,735,CELECOXIB,,,,,,,735|3778|3779|3780|3788|3819|3820|3837|3920|3934|3935|3980|4040
585,CELECOXIB,735,CELECOXIB,,,,,,,735|3778|3779|3780|3788|3819|3820|3837|3920|3934|3935|3980|4040
1844,CEFUROXIME,734,CEFUROXIME,,,,,,,734|3610|3693|3695
1870,CEFUROXIME,734,CEFUROXIME,,,,,,,734|3610|3693|3695
2348,CEFUROXIME,734,CEFUROXIME,,,,,,,734|3610|3693|3695
829,CEFTRIAXONE,733,CEFTRIAXONE,,,,,,,733|3610|3693|3696
1174,CEFTRIAXONE,733,CEFTRIAXONE,,,,,,,733|3610|3693|3696
1732,CEFTRIAXONE,733,CEFTRIAXONE,,,,,,,733|3610|3693|3696
1190,CEFTIZOXIME,729,CEFTIZOXIME,,,,,,,729|3610|3693|3696
1423,CEFTIZOXIME,729,CEFTIZOXIME,,,,,,,729|3610|3693|3696
1252,CEFTAZIDIME,725,CEFTAZIDIME,,,,,,,725|3610|3693|3696
1264,CEFTAZIDIME,725,CEFTAZIDIME,,,,,,,725|3610|3693|3696
1271,CEFTAZIDIME,725,CEFTAZIDIME,,,,,,,725|3610|3693|3696
1381,CEFOTAXIME,717,CEFOTAXIME,,,,,,,717|3610|3693|3696
1398,CEFOTAXIME,717,CEFOTAXIME,,,,,,,717|3610|3693|3696
341,CEFIXIME,714,CEFIXIME,,,,,,,3610|3693|3696
376,CEFIXIME,714,CEFIXIME,,,,,,,3610|3693|3696
385,CEFIXIME,714,CEFIXIME,,,,,,,3610|3693|3696
415,CEFIXIME,714,CEFIXIME,,,,,,,3610|3693|3696
533,CEFIXIME,714,CEFIXIME,,,,,,,3610|3693|3696
1948,CEFIXIME,714,CEFIXIME,,,,,,,3610|3693|3696
2372,CEFIXIME,714,CEFIXIME,,,,,,,3610|3693|3696
1158,CEFEPIME,712,CEFEPIME,,,,,,,3610|3693|3697
1337,CEFEPIME,712,CEFEPIME,,,,,,,3610|3693|3697
1358,CEFEPIME,712,CEFEPIME,,,,,,,3610|3693|3697
538,CEFAZOLIN,708,CEFAZOLIN,,,,,,,708|3610|3693|3694
1218,CEFAZOLIN,708,CEFAZOLIN,,,,,,,708|3610|3693|3694
121,CARVEDILOL,697,CARVEDILOL,,,,,,,697|3631|3661|3663|3664|3672|3674|3724|3727|3728|3779|3780|3781|3782|3789|3790|3799|3802|3803|3819|3820|3972|3976|3977
152,CARVEDILOL,697,CARVEDILOL,,,,,,,697|3631|3661|3663|3664|3672|3674|3724|3727|3728|3779|3780|3781|3782|3789|3790|3799|3802|3803|3819|3820|3972|3976|3977
1043,CARVEDILOL,697,CARVEDILOL,,,,,,,697|3631|3661|3663|3664|3672|3674|3724|3727|3728|3779|3780|3781|3782|3789|3790|3799|3802|3803|3819|3820|3972|3976|3977
1221,CARGLUMIC ACID,690,CARGLUMIC,ACID,,,,,,
1198,CARBOPROST,685,CARBOPROST,,,,,,,685|3968
86,CARBOPLATIN,684,CARBOPLATIN,,,,,,,684|3633|3871|3875|3929|3981
213,CARBOPLATIN,684,CARBOPLATIN,,,,,,,684|3633|3871|3875|3929|3981
237,CARBOPLATIN,684,CARBOPLATIN,,,,,,,684|3633|3871|3875|3929|3981
604,CARBIDOPA,674,CARBIDOPA,,,,,,,674
888,CARBIDOPA,674,CARBIDOPA,,,,,,,674
1910,CARBIDOPA,674,CARBIDOPA,,,,,,,674
1912,CARBIDOPA,674,CARBIDOPA,,,,,,,674
1953,CARBIDOPA,674,CARBIDOPA,,,,,,,674
1964,CARBIDOPA,674,CARBIDOPA,,,,,,,674
1977,CARBIDOPA,674,CARBIDOPA,,,,,,,674
423,CARBAMAZEPINE,662,CARBAMAZEPINE,,,,,,,662|3618|3621|3650|3704|3717|3719|3739|3740|3771|3772|3775|3808|3810|3816|3817|3818|3822|3871|3879|3880|3929|3946|3971|4057
902,CARBAMAZEPINE,662,CARBAMAZEPINE,,,,,,,662|3618|3621|3650|3704|3717|3719|3739|3740|3771|3772|3775|3808|3810|3816|3817|3818|3822|3871|3879|3880|3929|3946|3971|4057
955,CARBAMAZEPINE,662,CARBAMAZEPINE,,,,,,,662|3618|3621|3650|3704|3717|3719|3739|3740|3771|3772|3775|3808|3810|3816|3817|3818|3822|3871|3879|3880|3929|3946|3971|4057
1038,CARBAMAZEPINE,662,CARBAMAZEPINE,,,,,,,662|3618|3621|3650|3704|3717|3719|3739|3740|3771|3772|3775|3808|3810|3816|3817|3818|3822|3871|3879|3880|3929|3946|3971|4057
889,CAPTOPRIL,659,CAPTOPRIL,,,,,,,659|3601|3631|3672
1363,CAPTOPRIL,659,CAPTOPRIL,,,,,,,659|3601|3631|3672
47,CAPECITABINE,653,CAPECITABINE,,,,,,,653|3577|3633|3777|3825|3849|3875|3929|3996
1563,CALCIUM GLUCONATE,631,CALCIUM,GLUCONATE,,,,,,3684|3685|3983
804,CALCIUM DOBESILATE,627,CALCIUM,DOBESILATE,,,,,,
334,CALCIUM CARBONATE,619,CALCIUM,CARBONATE,,,,,,619|3603|3684|3983|4033
232,CALCITRIOL,615,CALCITRIOL,,,,,,,615|3819|3820|4033|4088
646,CALCITRIOL,615,CALCITRIOL,,,,,,,615|3819|3820|4033|4088
1433,CALCITONIN,614,CALCITONIN,,,,,,,614|3837
297,CALAMINE,608,CALAMINE,,,,,,,
1004,CALAMINE,608,CALAMINE,,,,,,,
1819,CALAMINE,608,CALAMINE,,,,,,,
2125,CALAMINE,608,CALAMINE,,,,,,,
2303,CALAMINE,608,CALAMINE,,,,,,,
26,CAFFEINE,605,CAFFEINE,,,,,,,3581|3679|3703|3723|3724|3725|3726|3727|3781|3782|3789|3791|3799|3802|3803|3819|3820|4042
211,CAFFEINE,605,CAFFEINE,,,,,,,3581|3679|3703|3723|3724|3725|3726|3727|3781|3782|3789|3791|3799|3802|3803|3819|3820|4042
228,CAFFEINE,605,CAFFEINE,,,,,,,3581|3679|3703|3723|3724|3725|3726|3727|3781|3782|3789|3791|3799|3802|3803|3819|3820|4042
230,CAFFEINE,605,CAFFEINE,,,,,,,3581|3679|3703|3723|3724|3725|3726|3727|3781|3782|3789|3791|3799|3802|3803|3819|3820|4042
680,CAFFEINE,605,CAFFEINE,,,,,,,3581|3679|3703|3723|3724|3725|3726|3727|3781|3782|3789|3791|3799|3802|3803|3819|3820|4042
833,CAFFEINE,605,CAFFEINE,,,,,,,3581|3679|3703|3723|3724|3725|3726|3727|3781|3782|3789|3791|3799|3802|3803|3819|3820|4042
1538,CAFFEINE,605,CAFFEINE,,,,,,,3581|3679|3703|3723|3724|3725|3726|3727|3781|3782|3789|3791|3799|3802|3803|3819|3820|4042
2033,CAFFEINE,605,CAFFEINE,,,,,,,3581|3679|3703|3723|3724|3725|3726|3727|3781|3782|3789|3791|3799|3802|3803|3819|3820|4042
1131,CABERGOLINE,601,CABERGOLINE,,,,,,,601|3840
1759,CABERGOLINE,601,CABERGOLINE,,,,,,,601|3840
773,BUSULFAN,585,BUSULFAN,,,,,,,585|3633|3868|3875|3929
1497,BUPRENORPHINE,578,BUPRENORPHINE,,,,,,,578|3702|3816|3817|3818|3837|3959|3961|3964|3995
1561,BUPRENORPHINE,578,BUPRENORPHINE,,,,,,,578|3702|3816|3817|3818|3837|3959|3961|3964|3995
1646,BUPRENORPHINE,578,BUPRENORPHINE,,,,,,,578|3702|3816|3817|3818|3837|3959|3961|3964|3995
438,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
702,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
722,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
761,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
771,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
777,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
783,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
790,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
1121,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
1135,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
1233,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
1424,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
2010,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
2121,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
2206,BUDESONIDE,566,BUDESONIDE,,,,,,,566|3708|3709|3819|3820
2071,BROMOCRIPTINE,543,BROMOCRIPTINE,,,,,,,543|3580|3619|3635|3672|3816|3818|3819|3840|3872
2287,BRINZOLAMIDE,531,BRINZOLAMIDE,,,,,,,3689|3819|3820
1754,BRIMONIDINE,527,BRIMONIDINE,,,,,,,527|3590|3591|3702
1114,BRENTUXIMAB VEDOTIN,520,BRENTUXIMAB,VEDOTIN,,,,,,520|3816|3817|3818|3847|3876|3924|3929|3976|3977
1558,BOSENTAN,512,BOSENTAN,,,,,,,512|3775|3781|3782|3808|3809|3819|3820|3839|3949|3950
1685,BOSENTAN,512,BOSENTAN,,,,,,,512|3775|3781|3782|3808|3809|3819|3820|3839|3949|3950
151,BORTEZOMIB,511,BORTEZOMIB,,,,,,,511|3672|3724|3727|3728|3757|3760|3761|3781|3782|3789|3791|3816|3817|3818|3872|3929
1189,BLEOMYCIN,506,BLEOMYCIN,,,,,,,506|3633
1668,BLEOMYCIN,506,BLEOMYCIN,,,,,,,506|3633
295,BISMUTH SUBCITRATE,494,BISMUTH,SUBCITRATE,,,,,,494|3670
310,BISACODYL,492,BISACODYL,,,,,,,492|3901|3903
425,BISACODYL,492,BISACODYL,,,,,,,492|3901|3903
508,BISACODYL,492,BISACODYL,,,,,,,492|3901|3903
1520,BIMATOPROST,488,BIMATOPROST,,,,,,,488|3992
1227,BICALUTAMIDE,481,BICALUTAMIDE,,,,,,,481|3606|3815|3980
1702,BICALUTAMIDE,481,BICALUTAMIDE,,,,,,,481|3606|3815|3980
1501,BEVACIZUMAB,476,BEVACIZUMAB,,,,,,,476|3599|3847|3868|3924|3929
1519,BEVACIZUMAB,476,BEVACIZUMAB,,,,,,,476|3599|3847|3868|3924|3929
1663,BETAXOLOL,472,BETAXOLOL,,,,,,,3661|3662|3674|3724|3727|3728|3789|3791
279,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
323,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
337,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
500,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
670,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
873,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
1010,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
1019,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
1302,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
1616,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
1826,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
2354,BETAMETHASONE,459,BETAMETHASONE,,,,,,,459|3708|3709
2099,BETAINE,458,BETAINE,,,,,,,
1511,BERACTANT,451,BERACTANT,,,,,,,3674
1515,BERACTANT,451,BERACTANT,,,,,,,3674
226,BENZOYL PEROXIDE,438,BENZOYL,PEROXIDE,,,,,,438
255,BENZOYL PEROXIDE,438,BENZOYL,PEROXIDE,,,,,,438
452,BENZOYL PEROXIDE,438,BENZOYL,PEROXIDE,,,,,,438
1155,BENZOYL PEROXIDE,438,BENZOYL,PEROXIDE,,,,,,438
145,BENSERAZIDE,415,BENSERAZIDE,,,,,,,
205,BENSERAZIDE,415,BENSERAZIDE,,,,,,,
1522,BARICITINIB,378,BARICITINIB,,,,,,,378|3653|3669|3819|3820|3877|3929|3940|3976|3977
2349,BARICITINIB,378,BARICITINIB,,,,,,,378|3653|3669|3819|3820|3877|3929|3940|3976|3977
1847,BALANCED SALT SOLUTION,371,BALANCED,SALT,SOLUTION,,,,,
436,BACLOFEN,369,BACLOFEN,,,,,,,369|3702|3928
479,BACLOFEN,369,BACLOFEN,,,,,,,369|3702|3928
282,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
287,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
362,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
367,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
616,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
890,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
1067,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
1295,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
1473,AZITHROMYCIN,354,AZITHROMYCIN,,,,,,,3612
2075,AZELAIC ACID,346,AZELAIC,ACID,,,,,,
569,AZATHIOPRINE,345,AZATHIOPRINE,,,,,,,345|3877|3929|4051
134,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
174,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
190,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
928,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
993,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
2144,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
2146,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
2293,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
2295,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
2297,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
2299,ATORVASTATIN,323,ATORVASTATIN,,,,,,,323|3653|3816|3817|3818|3864|3949|3950|3976|3977
363,ATENOLOL,316,ATENOLOL,,,,,,,316|3631|3661|3662|3672|3674
381,ATENOLOL,316,ATENOLOL,,,,,,,316|3631|3661|3662|3672|3674
1404,ATAZANAVIR,314,ATAZANAVIR,,,,,,,314|3642|3651|3812|3814|3816|3817|3818|3867|3884|3947|3993|4058
1349,ASPARAGINASE,297,ASPARAGINASE,,,,,,,3647
923,ASCORBIC ACID,292,ASCORBIC,ACID,,,,,,292|3852
1711,ASCORBIC ACID,292,ASCORBIC,ACID,,,,,,292|3852
467,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
941,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
1063,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
1095,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
1299,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
1524,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
1587,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
1823,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
1991,ARTIFICIAL TEARS,290,ARTIFICIAL,TEARS,,,,,,
2225,ARTICAINE,287,ARTICAINE,,,,,,,3909
