,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
281,536,FLECAINIDE ACETATE TABLET ORAL 100 mg,FLECAINIDE ACETATE,1512,Flecainide,Flecainide,1512|3674|3724|3727|3728|3789|3790|3917|3997|4001|4003
730,18099,FINGOLIMOD CAPSULE ORAL 0.5 mg,FINGOLIMOD,1509,Fingolimod,Fingolimod,1509|3674|3819|3820|3823|3824|3877|3996|4038
120,1872,FINASTERIDE TABLET ORAL 1 mg,FINASTERIDE,1507,Finasteride,Finasteride,1507|3819|3820
60,535,FINASTERIDE TABLET ORAL 5 mg,FINASTERIDE,1507,Finasteride,Finasteride,1507|3819|3820
1078,5152,FILGRASTIM INJECTION PARENTERAL 600 ug/1mL 0.5 mL,FILGRASTIM,1503,Filgrastim,Filgrastim,1503|3856
1979,52624,FILGRASTIM INJECTION PARENTERAL 600 ug/1mL 0.25 mL,FILGRASTIM,1503,Filgrastim,Filgrastim,1503|3856
2005,533,FIBRINOLYSIN / DESOXYRIBONUCLEASE OINTMENT TOPICAL 1 [iU]/666 [iU],FIBRINOLYSIN,1501,Fibrinolysin and Desoxyribonuclease,Fibrinolysin and Desoxyribonuclease,
1109,532,"FIBRINOGEN INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g",FIBRINOGEN,1500,Fibrinogen Concentrate (Human),Fibrinogen Concentrate (Human),
2030,9245,"ACAMPROSATE TABLET, DELAYED RELEASE ORAL 300 mg",ACAMPROSATE,15,Acamprosate,Acamprosate,
30,6750,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 180 mg,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
2178,52908,FEXOFENADINE HYDROCHLORIDE SUSPENSION ORAL 30 mg/5mL 100 mL,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
460,7251,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 60 mg,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
235,51213,FEXOFENADINE HYDROCHLORIDE SUSPENSION ORAL 30 mg/5mL 120 mL,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
40,6751,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 120 mg,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
262,8028,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 30 mg,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
1889,1506,FERROUS SULFATE SYRUP ORAL 40 mg/1mL 60 mL,FERROUS SULFATE,1489,Ferrous Sulfate,Ferrous Sulfate,3900|3983
586,38,ALLOPURINOL TABLET ORAL 100 mg,ALLOPURINOL,148,Allopurinol,Allopurinol,148
667,2017,ALLOPURINOL TABLET ORAL 300 mg,ALLOPURINOL,148,Allopurinol,Allopurinol,148
747,16954,FERRIC CARBOXYMALTOSE INJECTION PARENTERAL 50 mg/1mL 10 mL,FERRIC CARBOXYMALTOSE,1476,Ferric Carboxymaltose,Ferric Carboxymaltose,3900
1540,1359,FENTANYL (AS CITRATE) INJECTION PARENTERAL 50 ug/1mL 10 mL,FENTANYL (AS CITRATE),1473,FentaNYL,FentaNYL,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
1653,7830,FENTANYL (AS CITRATE) INJECTION PARENTERAL 50 ug/1mL 2 mL,FENTANYL (AS CITRATE),1473,FentaNYL,FentaNYL,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
2080,1987,FENTANYL PATCH TRANSDERMAL 25 ug/1h,FENTANYL,1473,FentaNYL,FentaNYL,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
2281,17611,"IPRATROPIUM BROMIDE / FENOTEROL HYDROBROMIDE AEROSOL, METERED RESPIRATORY 20 ug/50 ug/1{dose} 200 {dose}",FENOTEROL HYDROBROMIDE,1471,Fenoterol,Fenoterol,1471|3578|3658|3660|4042
614,5992,FENOFIBRATE CAPSULE ORAL 200 mg,FENOFIBRATE,1468,Fenofibrate and Derivatives,Fenofibrate and Derivatives,1468|3777|3848
1032,10932,FENOFIBRATE CAPSULE ORAL 100 mg,FENOFIBRATE,1468,Fenofibrate and Derivatives,Fenofibrate and Derivatives,1468|3777|3848
975,16693,FEBUXOSTAT TABLET ORAL 40 mg,FEBUXOSTAT,1461,Febuxostat,Febuxostat,1461|3724|3727|3728|3771|3772|3781|3782|4059|4062|4072|4078
1286,19835,FEBUXOSTAT TABLET ORAL 80 mg,FEBUXOSTAT,1461,Febuxostat,Febuxostat,1461|3724|3727|3728|3771|3772|3781|3782|4059|4062|4072|4078
0,52661,FAVIPIRAVIR TABLET ORAL 200 mg,FAVIPIRAVIR,1460,Favipiravir,Favipiravir,1460|3645|3764|3767
341,18233,"FAMOTIDINE / CALCIUM CARBONATE / MAGNESIUM HYDROXIDE TABLET, CHEWABLE ORAL 10 mg/800 mg/165 mg",FAMOTIDINE,1457,Famotidine,Famotidine,1457|3863|3958
1561,183,BURN OINTMENT OINTMENT TOPICAL 30 %/50 % 30 g,BURN OINTMENT,1457,Famotidine,Alka-Seltzer Heartburn + Gas [OTC] | Heartburn Relief [OTC] | Heartburn Relief Max St [OTC] | Heartburn Treatment 24 Hour [OTC] [DSC] | Alocane Emergency Burn Max Str [OTC],1457|3863|3958
145,528,FAMOTIDINE TABLET ORAL 40 mg,FAMOTIDINE,1457,Famotidine,Famotidine,1457|3863|3958
427,527,FAMOTIDINE TABLET ORAL 20 mg,FAMOTIDINE,1457,Famotidine,Famotidine,1457|3863|3958
1985,52859,"FAMOTIDINE INJECTION, SOLUTION PARENTERAL /1mL 2 mL",FAMOTIDINE,1457,Famotidine,Famotidine,1457|3863|3958
2350,14664,"FACTOR XIII INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",FACTOR XIII,1455,Factor XIII Concentrate (Human),Factor XIII A-Subunit (Recombinant) | Factor XIII Concentrate (Human),
2033,2682,"FACTOR VIIA INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1.2 mg",FACTOR VIIA,1452,Factor VIIa (Recombinant),Factor VIIa (Recombinant),1452
2034,95,"FACTOR VIIA INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 4.8 mg",FACTOR VIIA,1452,Factor VIIa (Recombinant),Factor VIIa (Recombinant),1452
484,933,"ORS POWDER, FOR SOLUTION ORAL",ORS,1451,"Factor IX Complex (Human) [(Factors II, IX, X)]","PCC 3 - Factor IX Complex (Human) [(Factors II, IX, X)] (SYN) | PCC 4 - Prothrombin Complex Concentrate (Human) [(Factors II, VII, IX, X), Protein C, and Protein S] (SYN)",1451
1084,93,"FACTOR IX INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",FACTOR IX,1446,Factor IX (Human),"Factor IX (Human) | Factor IX (Recombinant [Albumin Fusion Protein]) | Factor IX (Recombinant [Fc Fusion Protein]) | Factor IX (Recombinant [Glycopegylated]) | Factor IX (Recombinant) | Factor IX Complex (Human) [(Factors II, IX, X)]",
2231,51951,"FACTOR IX INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 600 [iU]",FACTOR IX,1446,Factor IX (Human),"Factor IX (Human) | Factor IX (Recombinant [Albumin Fusion Protein]) | Factor IX (Recombinant [Fc Fusion Protein]) | Factor IX (Recombinant [Glycopegylated]) | Factor IX (Recombinant) | Factor IX Complex (Human) [(Factors II, IX, X)]",
2303,52743,ATORVASTATIN (AS CALCIUM) / EZETIMIBE TABLET ORAL 10 mg/10 mg,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
642,5657,EZETIMIBE TABLET ORAL 10 mg,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
2309,52745,ATORVASTATIN (AS CALCIUM) / EZETIMIBE TABLET ORAL 40 mg/10 mg,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
2307,52744,ATORVASTATIN (AS CALCIUM) / EZETIMIBE TABLET ORAL,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
2305,52746,ATORVASTATIN (AS CALCIUM) / EZETIMIBE TABLET ORAL 80 mg/10 mg,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
1300,2962,EXEMESTANE TABLET ORAL 25 mg,EXEMESTANE,1440,Exemestane,Exemestane,1440|3646|3816|3817|3820
1147,50701,EVOLOCUMAB INJECTION PARENTERAL 140 mg/1mL,EVOLOCUMAB,1439,Evolocumab,Evolocumab,1439|3847|3924
1663,20050,EVEROLIMUS TABLET ORAL 0.75 mg,EVEROLIMUS,1436,Everolimus,Everolimus,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
1762,20048,EVEROLIMUS TABLET ORAL 0.25 mg,EVEROLIMUS,1436,Everolimus,Everolimus,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
724,17253,EVEROLIMUS TABLET ORAL 10 mg,EVEROLIMUS,1436,Everolimus,Everolimus,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
715,16682,EVEROLIMUS TABLET ORAL 5 mg,EVEROLIMUS,1436,Everolimus,Everolimus,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
2128,520,ETOPOSIDE CAPSULE ORAL 50 mg,ETOPOSIDE,1431,Etoposide,Etoposide,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
2122,517,ETOPOSIDE CAPSULE ORAL 100 mg,ETOPOSIDE,1431,Etoposide,Etoposide,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
245,518,"ETOPOSIDE INJECTION, SOLUTION INTRAVENOUS 20 mg/1mL 5 mL",ETOPOSIDE,1431,Etoposide,Etoposide,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
1897,1501,ETOMIDATE INJECTION PARENTERAL 2 mg/1mL 10 mL,ETOMIDATE,1429,Etomidate,Etomidate,3987
1341,514,ETHOSUXIMIDE CAPSULE ORAL 250 mg,ETHOSUXIMIDE,1417,Ethosuximide,Ethosuximide,1417|3618|3702|3819|3820|3871
2261,52620,ETHOSUXIMIDE SYRUP ORAL 250 mg/5mL 200 mL,ETHOSUXIMIDE,1417,Ethosuximide,Ethosuximide,1417|3618|3702|3819|3820|3871
795,1499,ETHIODIZED OIL INJECTION PARENTERAL 480 mg/1mL 10 mL,ETHIODIZED OIL,1415,Ethiodized Oil,Ethiodized Oil,3898
2029,512,ETHINYL ESTRADIOL TABLET ORAL 0.5 mg,ETHINYL ESTRADIOL,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
2234,1442,Ethinyl Estradiol / Desogestrel TABLET ORAL 0.15 mg/20 ug,Ethinyl Estradiol,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
97,14870,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.02 mg,ETHINYL ESTRADIOL,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
100,357,Ethinyl Estradiol / Levonorgestrel TABLET ORAL 30 ug/0.15 mg,Ethinyl Estradiol,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
1926,511,ETHINYL ESTRADIOL TABLET ORAL 0.05 mg,ETHINYL ESTRADIOL,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
80,9090,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.03 mg,ETHINYL ESTRADIOL,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
130,21746,Ethinyl Estradiol / Desogestrel TABLET ORAL 0.15 mg/30 ug,Ethinyl Estradiol,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
1741,51348,DIENOGEST / ETHINYL ESTRADIOL TABLET ORAL 2 mg/0.03 mg,ETHINYL ESTRADIOL,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
666,50270,ETHANOL SOLUTION NOT APPLICABLE 70 % 5 L,ETHANOL,1401,Ethanolamine Oleate,Ethanolamine Oleate,
1240,50272,ETHANOL SOLUTION NOT APPLICABLE 99 % 1 L,ETHANOL,1401,Ethanolamine Oleate,Ethanolamine Oleate,
1167,8000,ETHANOL SOLUTION NOT APPLICABLE 70 % 1 L,ETHANOL,1401,Ethanolamine Oleate,Ethanolamine Oleate,
639,50268,ETHANOL SOLUTION NOT APPLICABLE 96 % 1 L,ETHANOL,1401,Ethanolamine Oleate,Ethanolamine Oleate,
1580,52294,"ETANERCEPT INJECTION, SOLUTION SUBCUTANEOUS 25 mg/0.5mL",ETANERCEPT,1396,Etanercept,Etanercept,1396|3644|3669|3847|3866|3877
1533,8170,"ETANERCEPT INJECTION, SOLUTION SUBCUTANEOUS 50 mg/1mL 1 mL",ETANERCEPT,1396,Etanercept,Etanercept,1396|3644|3669|3847|3866|3877
1822,352,CONJUGATED ESTROGENS TABLET ORAL 0.625 mg,CONJUGATED ESTROGENS,1383,Estrogens (Conjugated A/Synthetic),Oestrogens (Conjugated A/Synthetic) (INT) | Oestrogens (Conjugated B/Synthetic) (INT),3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
1280,354,CONJUGATED ESTROGENS TABLET ORAL 1.25 mg,CONJUGATED ESTROGENS,1383,Estrogens (Conjugated A/Synthetic),Oestrogens (Conjugated A/Synthetic) (INT) | Oestrogens (Conjugated B/Synthetic) (INT),3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
149,353,CONJUGATED ESTROGENS CREAM VAGINAL 0.625 mg/1g 42.5 g,CONJUGATED ESTROGENS,1383,Estrogens (Conjugated A/Synthetic),Oestrogens (Conjugated A/Synthetic) (INT) | Oestrogens (Conjugated B/Synthetic) (INT),3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
2197,12292,"ALGLUCOSIDASE ALFA INJECTION, POWDER, FOR SOLUTION PARENTERAL 50 mg",ALGLUCOSIDASE ALFA,138,Alglucosidase Alfa,Alglucosidase Alfa,
1679,504,ESTRADIOL VALERATE TABLET ORAL 2 mg,ESTRADIOL VALERATE,1368,Estradiol (Systemic),Estradiol (Systemic) | Estradiol (Topical) | Estradiol and Cyproterone | Estradiol and Dienogest | Estradiol and Dydrogesterone | Estradiol and Levonorgestrel | Estradiol and Medroxyprogesterone | Estradiol and Norethindrone | Estradiol and Norgestimate | Estradiol and Norgestrel | Estradiol and Progesterone | Estradiol and Testosterone,3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
1773,503,ESTRADIOL VALERATE TABLET ORAL 1 mg,ESTRADIOL VALERATE,1368,Estradiol (Systemic),Estradiol (Systemic) | Estradiol (Topical) | Estradiol and Cyproterone | Estradiol and Dienogest | Estradiol and Dydrogesterone | Estradiol and Levonorgestrel | Estradiol and Medroxyprogesterone | Estradiol and Norethindrone | Estradiol and Norgestimate | Estradiol and Norgestrel | Estradiol and Progesterone | Estradiol and Testosterone,3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
2053,7467,MEDROXYPROGESTERONE ACETATE / ESTRADIOL CYPIONATE INJECTION PARENTERAL 50 mg/10 mg/1 mL 0.5 mL,ESTRADIOL CYPIONATE,1368,Estradiol (Systemic),Estradiol (Systemic) | Estradiol (Topical) | Estradiol and Cyproterone | Estradiol and Dienogest | Estradiol and Dydrogesterone | Estradiol and Levonorgestrel | Estradiol and Medroxyprogesterone | Estradiol and Norethindrone | Estradiol and Norgestimate | Estradiol and Norgestrel | Estradiol and Progesterone | Estradiol and Testosterone,3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
1654,502,ESTRADIOL VALERATE INJECTION PARENTERAL 10 mg/1mL,ESTRADIOL VALERATE,1368,Estradiol (Systemic),Estradiol (Systemic) | Estradiol (Topical) | Estradiol and Cyproterone | Estradiol and Dienogest | Estradiol and Dydrogesterone | Estradiol and Levonorgestrel | Estradiol and Medroxyprogesterone | Estradiol and Norethindrone | Estradiol and Norgestimate | Estradiol and Norgestrel | Estradiol and Progesterone | Estradiol and Testosterone,3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
878,5923,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",ESOMEPRAZOLE,1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
1012,5922,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 20 mg",ESOMEPRAZOLE,1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
1954,52188,"ESOMEPRAZOLE (AS MAGNESIUM) GRANULE, DELAYED RELEASE ORAL 5 mg",ESOMEPRAZOLE (AS MAGNESIUM),1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
756,52085,"ESOMEPRAZOLE (AS MAGNESIUM) GRANULE, DELAYED RELEASE ORAL 10 mg",ESOMEPRAZOLE (AS MAGNESIUM),1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
124,13973,"ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 20 mg",ESOMEPRAZOLE,1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
31,13974,"ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 40 mg",ESOMEPRAZOLE,1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
1809,6916,ESMOLOL HYDROCHLORIDE INJECTION PARENTERAL 10 mg/1mL 10 mL,ESMOLOL HYDROCHLORIDE,1363,Esmolol,Esmolol,1363|3631|3661|3662|3672|3674
2028,8455,ESCITALOPRAM (AS OXALATE) TABLET ORAL 5 mg,ESCITALOPRAM (AS OXALATE),1360,Escitalopram,Escitalopram,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
42,8968,ESCITALOPRAM (AS OXALATE) TABLET ORAL 10 mg,ESCITALOPRAM (AS OXALATE),1360,Escitalopram,Escitalopram,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
735,6484,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,ESCITALOPRAM (AS OXALATE),1360,Escitalopram,Escitalopram,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
2065,1492,ERYTHROMYCIN SOLUTION TOPICAL 2 % 60 mL,ERYTHROMYCIN,1357,Erythromycin (Topical),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1357|3614
1960,2429,ERYTHROMYCIN GEL TOPICAL 4 % 30 g,ERYTHROMYCIN,1357,Erythromycin (Topical),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1357|3614
1966,1491,ERYTHROMYCIN GEL TOPICAL 2 % 30 g,ERYTHROMYCIN,1357,Erythromycin (Topical),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1357|3614
1040,2430,ERYTHROMYCIN SOLUTION TOPICAL 4 % 60 mL,ERYTHROMYCIN,1357,Erythromycin (Topical),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1357|3614
2194,495,ERYTHROMYCIN TABLET ORAL 200 mg,ERYTHROMYCIN,1356,Erythromycin (Systemic),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1356|3610|3705|3743|3746|3747|3812|3813|3816|3818|3819|3837|3883|3914|3972|3976|3977|3997|4004|4009
1676,496,ERYTHROMYCIN TABLET ORAL 400 mg,ERYTHROMYCIN,1356,Erythromycin (Systemic),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1356|3610|3705|3743|3746|3747|3812|3813|3816|3818|3819|3837|3883|3914|3972|3976|3977|3997|4004|4009
1650,497,"ERYTHROMYCIN POWDER, FOR SUSPENSION ORAL 200 mg/5mL 100 mL",ERYTHROMYCIN,1356,Erythromycin (Systemic),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1356|3610|3705|3743|3746|3747|3812|3813|3816|3818|3819|3837|3883|3914|3972|3976|3977|3997|4004|4009
1576,499,ERYTHROMYCIN OINTMENT OPHTHALMIC 0.5 % 3 g,ERYTHROMYCIN,1355,Erythromycin (Ophthalmic),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1355|3612
802,14887,ERLOTINIB (AS HYDROCHLORIDE) TABLET ORAL 100 mg,ERLOTINIB (AS HYDROCHLORIDE),1350,Erlotinib,Erlotinib,1350|3724|3725|3728|3808|3811|3816|3817|3818
183,6154,ERLOTINIB (AS HYDROCHLORIDE) TABLET ORAL 150 mg,ERLOTINIB (AS HYDROCHLORIDE),1350,Erlotinib,Erlotinib,1350|3724|3725|3728|3808|3811|3816|3817|3818
841,493,ERGOTAMINE TARTRATE / CAFFEINE TABLET ORAL 1 mg/100 mg,ERGOTAMINE TARTRATE,1346,Ergotamine,Ergotamine,3816|3818|3819|3840|3841
1135,7469,"EPTIFIBATIDE INJECTION, SOLUTION PARENTERAL 0.75 mg/1mL 100 mL",EPTIFIBATIDE,1337,Eptifibatide,Eptifibatide,3579
1206,7470,"EPTIFIBATIDE INJECTION, SOLUTION PARENTERAL 2 mg/1mL 10 mL",EPTIFIBATIDE,1337,Eptifibatide,Eptifibatide,3579
1130,9366,EPROSARTAN (AS MESYLATE) TABLET ORAL 600 mg,EPROSARTAN (AS MESYLATE),1335,Eprosartan,Eprosartan,3600|3631|3672
2211,501,EPOETIN INJECTION PARENTERAL 2000 [iU]/1mL,EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
1652,4486,EPOETIN INJECTION PARENTERAL 4000 [iU]/1mL 1 mL,EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
1087,52626,"EPOETIN INJECTION, SOLUTION PARENTERAL 4000 [iU]/0.5mL",EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
1519,52263,EPOETIN INJECTION PARENTERAL 4000 [iU]/0.3mL,EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
2077,52623,EPOETIN INJECTION PARENTERAL 4000 [iU]/1mL 0.5 mL,EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
2318,4965,EPOETIN INJECTION PARENTERAL 10000 [iU]/1mL 1 mL,EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
1108,52289,EPOETIN INJECTION PARENTERAL 20000 [iU]/1mL 0.5 mL,EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
1528,52264,EPOETIN INJECTION PARENTERAL 10000 [iU]/0.6mL,EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
1637,52246,EPOETIN INJECTION PARENTERAL 2000 [iU]/0.3mL,EPOETIN,1330,Epoetin Alfa,Epoetin Alfa | Epoetin Beta | Epoetin Lambda | Epoetin Zeta,3842
159,9644,EPLERENONE TABLET ORAL 50 mg,EPLERENONE,1329,Eplerenone,Eplerenone,1329|3631|3672|3816|3818|3819|3832|3871|3985
111,9626,EPLERENONE TABLET ORAL 25 mg,EPLERENONE,1329,Eplerenone,Eplerenone,1329|3631|3672|3816|3818|3819|3832|3871|3985
828,18435,"EPIRUBICIN HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 2 mg/1mL 5 mL",EPIRUBICIN HYDROCHLORIDE,1328,EpiRUBicin,EpiRUBicin,1328|3605|3633|3875|3929
819,14532,"EPIRUBICIN HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 2 mg/1mL 25 mL",EPIRUBICIN HYDROCHLORIDE,1328,EpiRUBicin,EpiRUBicin,1328|3605|3633|3875|3929
1848,51485,LIDOCAINE / EPINEPHRINE INJECTION PARENTERAL 20 mg/12.5 ug/1mL 1.8 mL,EPINEPHRINE,1327,EPINEPHrine (Systemic),EPINEPHrine (Nasal) | EPINEPHrine (Oral Inhalation) | EPINEPHrine (Systemic) | Epinephrine (Racemic) | Epinephrine (Racemic) and Aluminum Potassium Sulfate,1327|3583|3584|3707|3867|4042
1687,10484,EPINEPHRINE INJECTION PARENTERAL 0.1 mg/1mL 10 mL,EPINEPHRINE,1327,EPINEPHrine (Systemic),EPINEPHrine (Nasal) | EPINEPHrine (Oral Inhalation) | EPINEPHrine (Systemic) | Epinephrine (Racemic) | Epinephrine (Racemic) and Aluminum Potassium Sulfate,1327|3583|3584|3707|3867|4042
1315,1489,EPINEPHRINE INJECTION PARENTERAL 1 mg/1mL 1 mL,EPINEPHRINE,1327,EPINEPHrine (Systemic),EPINEPHrine (Nasal) | EPINEPHrine (Oral Inhalation) | EPINEPHrine (Systemic) | Epinephrine (Racemic) | Epinephrine (Racemic) and Aluminum Potassium Sulfate,1327|3583|3584|3707|3867|4042
